TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
LAME4;19,69;1,09;132,47;3,00;0,84;32,91;5,44;1,25;30,35;31,27;1,56;0,15;1,65;2,26;-2,28;2,45;2,26;0,64;3,30;0,28;0,64;0,51;3,50;37,33;283.317.866,62;6,57;0,15;-2,19;36.337.129.222,64
LAVV3;8,46;1,22;19,41;1,40;1,07;41,67;33,06;26,01;15,28;8,02;-7,26;-0,66;5,05;1,64;-6,15;4,77;7,19;5,52;8,20;0,77;0,23;0,21;;;13.372.792,88;6,06;0,44;0,17;1.815.758.395,92
LCAM3;26,27;1,38;25,43;3,04;1.009,51;27,87;17,05;8,77;13,08;17,35;4,27;0,99;2,23;19,25;-1,33;1,28;11,94;3.970,06;7,73;332,52;667,48;452,73;51,17;83,45;59.351.413,15;8,65;1,03;0,48;13.364.321.626,97
LEVE3;23,87;3,89;24,59;2,28;1,10;26,09;8,06;5,18;15,82;15,61;-0,21;-0,03;1,27;5,45;-2,52;1,55;9,28;4,45;9,37;0,48;0,52;0,86;-0,25;-6,62;15.233.756,31;10,46;0,97;-0,47;3.062.723.895,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;16,54;2,67;8,91;0,87;0,23;24,44;13,62;5,29;3,46;7,16;3,70;0,93;0,47;8,14;-0,33;1,10;9,78;2,62;8,51;0,27;0,73;0,50;3,68;78,83;37.787.597,46;18,99;1,86;-0,19;6.162.065.058,96
LINX3;37,40;;-88,47;4,37;2,64;67,68;-5,33;-9,14;-151,69;-146,81;4,89;-0,14;8,08;11,69;-4,77;2,03;-4,94;-2,99;-2,49;0,60;0,40;0,33;14,30;;15.696.012,54;8,55;-0,42;0,29;7.083.895.104,00
LIPR3;73,00;2,34;18,98;4,22;3,46;;;;20,18;18,01;-2,18;-0,45;;12,41;-5,93;3,01;22,22;18,22;20,89;0,82;0,18;0,00;;53,51;93.483,27;17,31;3,85;-0,01;858.836.897,00
LJQQ3;19,65;0,44;45,43;7,46;1,78;41,24;10,09;4,65;20,94;21,13;0,19;0,07;2,11;6,33;-5,72;1,69;16,42;3,92;16,72;0,24;0,76;0,84;;;26.368.932,81;2,63;0,43;0,25;3.680.253.785,85
LLIS3;4,35;;-0,15;1,08;0,14;49,28;-209,69;-334,84;-0,24;-1,49;-1,25;5,67;0,50;1,26;-0,18;1,81;-724,31;-93,03;-98,21;0,13;0,87;0,28;-12,82;;2.439.756,54;4,02;-29,12;0,00;299.501.106,15
LOGG3;30,42;1,77;13,38;0,98;0,68;98,82;254,89;161,03;8,45;9,87;1,42;0,16;21,54;5,88;-0,84;2,50;7,33;5,05;5,97;0,69;0,30;0,03;8,78;52,67;12.132.394,58;31,03;2,27;0,09;3.107.681.464,68
LOGN3;20,34;;165,67;6,06;0,97;20,68;17,12;1,15;11,13;14,66;3,53;1,92;1,91;3,34;-1,87;2,54;3,66;0,59;9,07;0,16;0,84;0,51;4,71;;18.513.734,46;3,36;0,12;10,12;2.145.650.144,94
LPSB3;4,56;;-131,29;3,88;1,69;85,42;21,33;-3,07;18,91;15,01;-3,90;-0,80;4,03;5,83;-3,04;2,89;-2,96;-1,29;10,84;0,44;0,56;0,42;-3,97;;4.294.931,27;1,18;-0,03;-6,67;672.849.117,36
LREN3;43,89;0,78;35,96;7,17;2,69;57,23;11,37;14,54;46,01;46,84;0,83;0,13;5,23;12,08;-6,86;1,58;19,93;7,49;8,47;0,38;0,62;0,51;4,17;13,62;463.214.422,88;6,13;1,22;-139,95;39.420.690.516,90
LTEL3B;86,61;1,14;50,53;6,94;6,37;;;;49,31;49,51;0,20;0,03;;214,30;-6,79;1,93;13,74;12,61;13,34;0,92;0,08;0,00;;;;12,48;1,71;2,25;18.664.056.853,83
LUPA3;10,98;;15,20;2,23;0,63;22,81;10,91;37,70;52,49;70,18;17,69;0,75;5,73;2,61;-1,06;2,55;14,68;4,18;0,89;0,28;0,72;0,11;-27,27;;31.564.385,00;4,92;0,72;-0,09;312.685.156,98
LUXM3;0,00;;0,00;0,00;0,00;24,63;12,85;8,05;0,00;14,82;0,26;0,04;0,00;0,00;0,00;1,86;8,93;5,49;7,94;0,61;0,39;0,68;7,04;-0,09;;18,14;1,62;0,00;195.586.020,00
LUXM4;67,49;9,30;41,65;3,72;2,29;24,63;12,85;8,05;26,10;14,82;0,26;0,04;3,35;19,87;-3,04;1,86;8,93;5,49;7,94;0,61;0,39;0,68;7,04;-0,09;54.727,64;18,14;1,62;-1,19;195.586.020,00
LWSA3;23,50;0,14;696,98;20,41;9,47;42,06;9,05;4,04;311,37;305,23;-6,14;-0,40;28,18;38,55;-21,34;1,79;2,93;1,36;4,13;0,46;0,54;0,34;;;239.855.567,92;1,15;0,03;75,46;13.758.351.642,00
MAPT3;37,00;;-199,99;-5,92;43,98;;;;-201,18;-224,43;0,00;;;-6.799,82;-43,98;0,00;-2,96;-21,99;2,94;-7,43;8,43;0,00;;;14.800,00;-6,25;-0,19;-46,57;37.928.277,40
MAPT4;45,46;;-245,72;-7,27;54,04;;;;-247,18;-224,43;0,00;;;-8.354,59;-54,04;0,00;-2,96;-21,99;2,94;-7,43;8,43;0,00;;;62.881,00;-6,25;-0,19;-57,22;37.928.277,40
MATD3;15,65;;;;;;;;;;;;;;;;;;;;;;;;30.451.184,75;;0,00;;5.551.417.970,45
MBLY3;19,99;;-52,88;-113,81;6,86;40,05;-3,59;-6,67;-98,24;-102,58;-4,34;;3,53;-48,29;-20,87;0,83;-215,23;-12,98;-21,92;-0,06;1,06;1,94;;;3.466.625,85;-0,18;-0,38;-9,97;2.128.733.180,96
MDIA3;26,50;1,91;14,00;1,35;0,86;30,34;7,44;9,03;16,99;17,81;0,83;0,07;1,26;2,95;-1,51;3,13;9,61;6,16;5,76;0,64;0,36;0,68;9,43;4,81;46.696.507,50;19,70;1,89;18,17;8.983.500.000,00
MDNE3;9,10;;-7,72;0,77;0,37;27,07;-14,09;-19,50;-10,69;-11,62;-0,94;0,07;1,51;1,66;-0,65;2,12;-10,01;-4,82;-7,37;0,48;0,52;0,25;-8,09;;3.552.152,85;11,78;-1,18;-1,96;772.675.312,50
MEAL3;3,66;;-2,21;0,89;0,38;23,53;-48,27;-41,05;-1,88;-2,13;-0,24;0,12;0,91;3,23;-0,52;1,81;-40,09;-17,20;-37,26;0,43;0,57;0,42;-6,51;;18.001.751,42;4,13;-1,65;0,00;1.048.112.479,80
MELK3;6,14;0,10;30,04;1,07;0,71;22,37;9,40;7,31;23,35;11,97;-11,38;-0,52;2,20;1,18;-6,28;3,15;3,55;2,37;3,28;0,67;0,33;0,32;;;4.415.305,73;5,76;0,20;-4,64;1.276.931.753,74
MERC3;27,66;;56,90;2,01;1,65;79,12;22,22;15,28;39,12;28,75;;;8,69;5,39;-2,71;4,63;3,54;2,90;;0,82;0,18;0,19;-30,32;;88.950,33;13,75;0,49;-1,11;366.135.465,90
MERC4;10,80;;22,22;0,79;0,64;79,12;22,22;15,28;15,27;28,75;;;3,39;2,10;-1,06;4,63;3,54;2,90;;0,82;0,18;0,19;-30,32;;12.190,89;13,75;0,49;-0,43;366.135.465,90
MGEL3;85,35;;-15,93;-1,23;1,24;14,76;14,38;-5,67;6,28;11,39;8,47;;0,90;3,09;-3,07;3,06;-7,73;-7,78;23,17;-1,01;2,01;1,37;5,03;;;-69,31;-5,36;-0,01;229.317.428,92
MGEL4;14,23;;-2,66;-0,21;0,21;14,76;14,38;-5,67;1,05;11,39;8,47;;0,15;0,51;-0,51;3,06;-7,73;-7,78;23,17;-1,01;2,01;1,37;5,03;;182.806,77;-69,31;-5,36;0,00;229.317.428,92
MGLU3;19,20;0,26;318,55;17,03;5,06;25,77;2,83;1,34;151,33;149,85;-1,48;-0,17;4,28;36,89;-15,90;1,25;5,35;1,59;8,90;0,30;0,70;1,18;26,58;;535.765.358,77;1,13;0,06;-5,54;124.779.395.481,60
MILS3;8,92;;-473,45;2,05;1,52;39,39;2,67;-0,94;166,06;157,57;-8,49;-0,10;4,44;5,51;-2,43;3,84;-0,43;-0,32;0,45;0,74;0,26;0,34;-2,55;;17.531.982,19;4,36;-0,02;5,29;2.247.449.571,60
MMXM3;17,78;;-1,43;-0,14;0,90;-2,34;-556,64;-31.589,06;-80,95;-254,03;-173,08;;450,62;-0,14;-0,95;0,01;-9,93;-63,22;0,43;-6,37;7,37;0,00;-6,95;;7.756.212,73;-125,54;-12,46;0,04;115.359.893,74
MNDL3;27,50;;-7,61;-0,45;0,06;33,68;9,39;-1,74;1,41;5,32;3,91;;0,13;-0,11;-0,09;0,34;-5,87;-0,81;91,13;-0,14;1,14;0,46;4,94;;45.691,85;-61,60;-3,61;0,56;68.207.150,00
MNPR3;13,55;;5,81;-0,26;0,39;28,27;14,58;6,37;2,54;2,55;0,01;;0,37;-0,24;-0,69;0,21;-4,41;6,78;-8,24;-1,54;2,54;1,06;4,62;;1.049.620,00;-52,92;2,33;-0,04;96.206.355,00
MOAR3;280,00;2,90;-367,08;3,53;2,08;-1,66;-27,33;-8,59;-115,36;-107,36;8,00;-0,24;31,53;6,22;-3,69;4,27;-0,96;-0,57;-7,67;0,59;0,41;0,07;94,65;;87.052,00;79,41;-0,76;3,36;3.430.341.880,00
MODL11;17,80;;;;;;;;;;;;;;;;;;;;;;;;52.560.657,14;;0,00;;4.178.253.333,33
MODL3;17,22;;;;;;;;;;;;;;;;;;;;;;;;1.747.998,00;;0,00;;4.178.253.333,33
MODL4;11,20;;;;;;;;;;;;;;;;;;;;;;;;1.495.518,50;;0,00;;4.178.253.333,33
MOSI3;21,82;;45,73;25,13;12,35;92,13;27,01;26,11;44,22;44,35;0,13;0,08;11,94;57,95;-27,50;1,63;54,96;27,00;38,28;0,49;0,51;1,03;;;27.562.244,50;0,87;0,48;;2.762.319.919,60
MOVI3;16,43;0,90;14,75;2,09;0,38;26,09;17,39;8,58;7,28;16,29;9,01;2,59;1,27;2,51;-0,53;2,08;14,17;2,55;4,64;0,18;0,82;0,30;27,48;10,21;35.644.351,31;7,86;1,11;0,04;4.911.272.260,02
MRFG3;20,22;1,01;4,36;4,09;0,36;17,37;11,64;4,89;1,83;3,84;2,00;4,48;0,21;3,16;-0,68;1,33;93,96;8,36;23,40;0,09;0,91;1,71;28,12;;137.135.430,73;4,94;4,64;0,00;14.383.899.640,86
MRSA3B;41,52;1,50;32,81;3,27;1,27;30,16;26,71;11,94;14,66;12,60;1,85;0,41;3,92;-52,99;-1,52;0,88;9,98;3,87;10,23;0,39;0,61;0,32;2,59;7,78;13.853,00;12,68;1,27;-2,26;10.349.383.945,08
MRSA5B;16,68;4,12;13,18;1,32;0,51;30,16;26,71;11,94;5,89;12,60;1,85;0,41;1,57;-21,29;-0,61;0,88;9,98;3,87;10,23;0,39;0,61;0,32;2,59;7,78;9.900,00;12,68;1,27;-0,91;10.349.383.945,08
MRSA6B;29,62;2,32;23,41;2,34;0,90;30,16;26,71;11,94;10,46;12,60;1,85;0,41;2,79;-37,80;-1,09;0,88;9,98;3,87;10,23;0,39;0,61;0,32;2,59;7,78;5.801,00;12,68;1,27;-1,61;10.349.383.945,08
MRVE3;17,24;4,74;15,13;1,38;0,46;28,20;10,74;8,28;11,66;16,67;5,00;0,59;1,25;1,68;-0,88;2,37;9,12;3,05;5,37;0,33;0,67;0,37;6,89;0,85;70.508.525,65;12,50;1,14;-0,75;8.324.765.568,92
MSPA3;48,00;;-5,61;0,37;0,22;22,36;-65,25;-54,53;-4,69;-5,62;-0,86;0,07;3,06;9,04;-0,23;1,76;-6,63;-3,94;-8,90;0,59;0,41;0,07;-2,17;;13.800,00;129,21;-8,56;-0,11;312.225.541,76
MSPA4;54,19;;-6,33;0,42;0,25;22,36;-65,25;-54,53;-5,29;-5,62;-0,86;0,07;3,45;10,21;-0,26;1,76;-6,63;-3,94;-8,90;0,59;0,41;0,07;-2,17;;16.486,00;129,21;-8,56;-0,13;312.225.541,76
MSRO3;702,50;;17.076,54;360,19;75,79;30,06;15,05;0,90;1.022,20;1.029,27;7,07;2,49;153,79;-1.875,39;-105,58;0,87;2,11;0,44;7,88;0,21;0,79;0,49;14,18;;;1,95;0,04;1.023,48;18.271.898.550,00
MTIG3;0,00;;0,00;0,00;0,00;10,69;-6,12;-13,32;0,00;-11,90;-10,56;3,37;0,00;0,00;0,00;0,67;-69,40;-11,19;-21,36;0,16;0,84;0,84;0,14;;;93,61;-64,96;0,00;9.655.368,96
MTIG4;60,01;;-0,92;0,64;0,10;10,69;-6,12;-13,32;-2,01;-11,90;-10,56;3,37;0,12;-0,62;-0,16;0,67;-69,40;-11,19;-21,36;0,16;0,84;0,84;0,14;;45.825,44;93,61;-64,96;0,00;9.655.368,96
MTRE3;11,75;3,80;29,05;1,25;0,93;34,19;8,85;9,54;31,32;14,68;-16,64;-0,66;2,77;1,50;-4,93;4,29;4,30;3,22;3,00;0,75;0,25;0,34;;;6.549.288,77;9,41;0,40;0,26;1.242.854.135,00
MTSA3;34,41;4,91;4,68;1,09;0,76;30,38;18,82;16,54;4,11;3,64;-0,74;-0,20;0,77;1,51;-3,40;2,83;23,32;16,23;13,16;0,70;0,30;0,98;10,62;28,09;;31,53;7,35;0,01;334.998.603,77
MTSA4;38,59;4,82;5,25;1,22;0,85;30,38;18,82;16,54;4,61;3,64;-0,74;-0,20;0,87;1,70;-3,81;2,83;23,32;16,23;13,16;0,70;0,30;0,98;10,62;28,09;205.458,04;31,53;7,35;0,01;334.998.603,77
MULT3;25,04;1,82;18,06;2,40;1,43;73,82;92,51;81,47;15,91;17,96;2,05;0,31;14,72;24,64;-1,72;1,51;13,27;7,91;9,57;0,60;0,40;0,10;0,31;21,64;126.784.896,69;10,45;1,39;0,36;15.043.052.310,00
MWET3;50,00;;4,14;-0,56;0,56;11,17;31,90;17,01;2,21;2,08;0,97;;0,70;-1,34;-0,74;0,37;-13,44;13,53;-27,44;-1,01;2,01;0,80;-0,73;;55.634,20;-89,91;12,09;-0,03;52.122.355,98
MWET4;12,99;;1,07;-0,14;0,15;11,17;31,90;17,01;0,57;2,08;0,97;;0,18;-0,35;-0,19;0,37;-13,44;13,53;-27,44;-1,01;2,01;0,80;-0,73;;414.490,23;-89,91;12,09;-0,01;52.122.355,98
MYPK3;14,09;;-4,40;0,57;0,17;6,45;-2,11;-5,61;-11,73;-30,75;-19,03;0,92;0,25;2,68;-0,30;1,19;-12,93;-3,96;-2,09;0,31;0,69;0,71;5,05;;22.334.472,12;24,74;-3,20;0,02;2.165.909.178,09
NAFG3;64,37;;11,80;2,76;1,15;41,15;16,49;9,34;6,68;5,06;1,17;0,48;1,10;3,20;-2,87;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;33,76;;23,30;5,46;-1,14;508.315.292,42
NAFG4;19,02;;3,49;0,82;0,34;41,15;16,49;9,34;1,97;5,06;1,17;0,48;0,33;0,94;-0,85;2,52;23,42;9,77;15,89;0,42;0,58;1,05;7,87;33,76;;23,30;5,46;-0,34;508.315.292,42
NEMO3;0,00;;0,00;0,00;0,00;37,74;27,71;-9,65;0,00;7,56;7,56;8,63;0,00;0,00;0,00;2,20;-39,77;-2,89;1,90;0,07;0,93;0,30;24,40;;;42,74;-16,99;0,00;0,00
NEMO5;52,97;0,06;-3,12;1,24;0,09;37,74;27,71;-9,65;1,09;7,56;7,56;8,63;0,30;0,93;-0,11;2,20;-39,77;-2,89;1,90;0,07;0,93;0,30;24,40;;;42,74;-16,99;-0,01;0,00
NEMO6;0,00;;0,00;0,00;0,00;37,74;27,71;-9,65;0,00;7,56;7,56;8,63;0,00;0,00;0,00;2,20;-39,77;-2,89;1,90;0,07;0,93;0,30;24,40;;;42,74;-16,99;0,00;0,00
NEOE3;16,75;3,67;6,28;0,93;0,28;23,97;16,39;9,51;3,64;8,43;4,79;1,22;0,60;5,52;-0,35;1,33;14,80;4,48;8,38;0,30;0,69;0,47;16,97;50,84;36.583.988,77;18,03;2,67;0,16;20.331.103.904,00
NGRD3;7,12;0,17;107,68;3,68;2,47;65,05;16,52;7,16;46,69;40,14;-6,55;-0,52;7,71;5,20;-6,24;4,63;3,41;2,29;4,19;0,67;0,33;0,32;;;24.183.811,69;1,94;0,07;1,81;1.699.275.789,60
NORD3;21,75;;-212,73;-1,03;8,36;90,77;121,22;-41,64;73,07;91,97;18,90;;88,57;-3,08;-8,96;0,02;-0,48;-3,93;-1,92;-8,13;9,13;0,09;;;157.810,17;-21,14;-0,10;-2,02;144.017.320,50
NRTQ3;0,00;;0,00;0,00;0,00;30,20;18,39;11,87;0,00;-0,69;-0,69;-0,16;0,00;0,00;0,00;3,80;14,95;10,84;15,75;0,72;0,28;0,91;9,55;6,53;;13,19;1,97;0,00;0,00
NTCO3;49,06;;-103,81;2,46;1,11;64,17;2,14;-1,76;85,48;92,42;6,94;0,20;1,83;26,21;-1,60;1,16;-2,37;-1,07;1,25;0,45;0,55;0,61;36,13;;306.047.796,65;19,91;-0,47;0,20;67.497.695.054,24
NUTR3;279,71;;10,43;2,20;0,53;19,50;7,18;4,56;6,63;7,92;1,28;0,43;0,48;1,57;-1,21;2,56;21,10;5,13;18,16;0,24;0,76;1,12;16,61;;391.776,20;127,11;26,82;-0,12;35.787.216,24
ODER4;188,07;0,14;17,87;7,47;3,62;34,98;25,92;20,60;14,20;14,76;0,56;0,30;3,68;9,30;-14,59;2,08;41,79;20,28;25,66;0,49;0,51;0,98;8,36;;37.500,00;25,19;10,52;0,04;2.122.766.025,42
ODPV3;13,05;4,46;17,57;5,35;3,41;61,88;32,09;22,40;12,26;10,76;-1,50;-0,65;3,94;12,59;-7,48;1,99;30,46;19,42;29,87;0,64;0,36;0,87;7,15;10,22;15.724.579,46;2,44;0,74;0,35;6.933.397.035,60
OFSA3;33,45;1,83;17,80;3,16;1,63;51,58;15,28;12,88;15,01;16,27;1,26;0,27;2,29;4,14;-4,17;2,80;17,75;9,13;11,73;0,51;0,49;0,71;6,45;5,33;1.390.452,62;10,59;1,88;0,17;1.804.594.250,70
OGXP3;1,63;;-2,15;-0,98;0,92;;;;-9,26;-9,26;0,00;;;-0,98;;0,51;-45,53;-43,02;10,57;-0,94;1,94;0,00;;;;-1,67;-0,76;0,02;52.747.073,84
OIBR3;1,75;;-0,99;1,34;0,14;21,68;-19,51;-113,42;-5,75;-17,98;-12,17;2,84;1,12;0,66;-0,26;1,88;-135,52;-14,26;-15,72;0,11;0,89;0,13;-19,43;;159.884.905,58;1,30;-1,77;-0,06;10.519.226.913,58
OIBR4;2,38;;-1,35;1,82;0,19;21,68;-19,51;-113,42;-7,82;-17,98;-12,17;2,84;1,53;0,90;-0,35;1,88;-135,52;-14,26;-15,72;0,11;0,89;0,13;-19,43;;6.952.534,96;1,30;-1,77;-0,08;10.519.226.913,58
OMGE3;37,65;;672,02;2,03;0,67;39,64;43,24;0,86;13,34;22,66;9,32;1,42;5,77;5,77;-0,80;3,14;0,30;0,10;4,84;0,33;0,66;0,12;50,40;62,86;30.694.424,65;18,58;0,06;-0,35;7.380.760.332,15
OPCT3;8,12;;-71,18;10,27;1,45;19,48;11,06;-3,55;22,85;31,82;8,98;4,03;2,53;21,85;-2,05;1,29;-14,43;-2,03;6,40;0,14;0,86;0,57;;;11.766.505,15;0,79;-0,11;0,21;1.623.671.578,48
ORVR3;22,48;;453,09;19,42;2,39;37,45;26,35;0,90;15,55;18,65;3,09;3,86;4,10;-36,82;-3,12;0,78;4,29;0,53;19,46;0,12;0,88;0,58;;;5.644.755,77;1,16;0,05;20,61;1.606.195.325,60
OSXB3;13,50;;-0,05;-0,01;0,03;100,00;-5.794,61;-8.675,46;-0,07;-7,81;-7,74;;4,24;-0,08;-0,03;0,02;-15,94;-58,50;63,72;-3,67;4,67;0,01;-44,40;;627.368,65;-1.733,99;-276,44;0,00;42.498.513,00
PARD3;18,56;1,44;19,21;3,31;1,23;27,11;13,40;8,47;12,14;12,90;0,76;0,21;1,63;8,05;-2,13;1,57;17,23;6,43;14,10;0,37;0,63;0,76;14,12;8,50;6.836.873,12;5,61;0,97;-0,96;2.430.962.723,20
PATI3;68,00;0,26;6,81;2,05;0,91;17,50;16,43;12,71;5,26;5,13;-0,14;-0,05;0,87;1,81;-4,84;2,60;30,18;13,32;14,13;0,44;0,56;1,05;17,73;75,16;40.589,35;33,09;9,99;0,01;1.243.127.055,00
PATI4;69,00;4,06;6,91;2,08;0,92;17,50;16,43;12,71;5,34;5,13;-0,14;-0,05;0,88;1,84;-4,91;2,60;30,18;13,32;14,13;0,44;0,56;1,05;17,73;75,16;39.948,11;33,09;9,99;0,01;1.243.127.055,00
PCAR3;37,74;5,77;4,19;0,72;0,20;29,16;6,00;5,50;3,84;5,68;1,83;0,35;0,23;-4,89;-0,28;0,87;17,29;4,84;7,96;0,28;0,66;0,88;6,62;;252.280.462,69;52,09;9,01;0,01;10.148.122.699,02
PCAR4;72,11;;8,01;1,38;0,39;29,16;6,00;5,50;7,34;5,68;1,83;0,35;0,44;-9,34;-0,53;0,87;17,29;4,84;7,96;0,28;0,66;0,88;6,62;;;52,09;9,01;0,02;10.148.122.699,02
PDGR3;6,37;;-0,11;-0,01;0,03;34,30;-132,93;-218,36;-0,19;-4,32;-4,13;;0,25;-0,02;-0,14;0,38;-8,44;-26,27;9,12;-3,11;4,11;0,12;-35,22;;862.241,69;-667,48;-56,36;0,00;51.386.503,35
PDTC3;8,18;;37,29;6,23;1,70;36,43;10,49;10,17;36,14;37,33;1,19;0,21;3,79;4,93;-7,41;1,82;16,71;4,57;9,30;0,27;0,73;0,45;173,12;;3.732.072,77;1,31;0,22;0,17;641.719.192,22
PEAB3;66,01;44,91;1,83;1,50;0,96;30,66;392,40;256,85;1,20;0,88;-0,30;-0,38;4,69;2,92;-2,59;2,08;82,34;52,47;81,43;0,64;0,36;0,20;-8,83;78,06;102.475,56;43,91;36,15;0,00;841.757.460,39
PEAB4;65,00;50,17;1,80;1,48;0,94;30,66;392,40;256,85;1,18;0,88;-0,30;-0,38;4,62;2,88;-2,55;2,08;82,34;52,47;81,43;0,64;0,36;0,20;-8,83;78,06;9.073,11;43,91;36,15;0,00;841.757.460,39
PETR3;24,23;4,26;44,47;1,02;0,32;45,56;18,24;2,61;6,37;13,04;6,62;1,06;1,16;52,36;-0,37;1,04;2,28;0,72;6,17;0,32;0,68;0,28;-3,29;;490.651.621,15;23,85;0,54;-0,54;318.757.141.152,14
PETR4;24,71;3,21;45,35;1,04;0,33;45,56;18,24;2,61;6,50;13,04;6,62;1,06;1,18;53,40;-0,38;1,04;2,28;0,72;6,17;0,32;0,68;0,28;-3,29;;1.523.968.624,77;23,85;0,54;-0,55;318.757.141.152,14
PETZ3;24,62;0,16;166,13;18,84;5,12;48,27;8,64;4,06;78,16;78,23;0,07;0,02;6,75;41,81;-9,64;1,35;11,34;3,08;11,13;0,27;0,73;0,76;;;69.369.209,88;1,31;0,15;1,13;9.700.063.294,76
PFRM3;6,04;;14,29;0,52;0,20;13,93;2,20;0,95;6,20;8,10;1,90;0,16;0,14;0,80;-0,59;1,61;3,65;1,39;4,52;0,38;0,62;1,46;9,61;;3.097.154,50;11,59;0,42;0,04;747.829.148,92
PGMN3;10,76;;49,72;2,42;0,83;30,92;4,69;1,40;14,84;15,94;1,10;0,18;0,70;3,72;-1,87;1,67;4,86;1,67;10,48;0,34;0,66;1,19;8,17;25,42;11.245.510,04;4,45;0,22;-0,03;4.775.084.227,12
PINE3;0,00;;0,00;0,00;0,00;21,25;-18,97;-9,65;0,00;-1,76;;;0,00;0,00;0,00;0,65;-8,03;-0,46;;0,06;0,94;0,05;4,73;;;5,35;-0,43;0,00;219.917.163,66
PINE4;3,03;;-7,06;0,57;0,03;21,25;-18,97;-9,65;-3,59;-1,76;;;0,68;-0,26;-0,04;0,65;-8,03;-0,46;;0,06;0,94;0,05;4,73;;1.264.908,38;5,35;-0,43;0,16;219.917.163,66
PLAS3;14,40;;-1,53;-0,95;0,30;-1,27;-22,66;-31,69;-2,14;-3,93;-1,79;;0,48;-1,69;-0,41;0,61;-61,84;-19,34;1.554,27;-0,31;1,31;0,61;-5,14;;375.377,69;-15,23;-9,42;0,00;178.926.019,20
PLPL3;6,20;3,16;9,58;5,50;1,32;36,81;16,71;14,67;8,41;8,99;0,57;0,38;1,41;1,68;-22,64;5,92;57,44;13,75;25,06;0,24;0,76;0,94;;;4.763.620,00;1,13;0,65;0,33;1.266.387.200,00
PMAM3;17,00;;-0,86;-1,24;0,20;2,99;-5,35;-20,07;-3,21;-16,46;-13,25;;0,17;-0,30;-0,34;0,38;-145,06;-23,45;-9,10;-0,16;1,16;1,17;-4,39;;19.894.280,69;-13,68;-19,85;0,00;737.865.433,00
PNVL3;18,78;0,72;50,66;2,81;1,30;29,22;3,27;1,99;30,87;33,23;2,36;0,21;1,01;4,07;-3,48;2,03;5,56;2,56;5,37;0,46;0,54;1,28;7,26;4,40;17.635.793,54;6,67;0,37;-1,89;2.844.801.724,20
PNVL4;18,78;0,80;50,66;2,81;1,30;29,22;3,27;1,99;30,87;33,23;2,36;0,21;1,01;4,07;-3,48;2,03;5,56;2,56;5,37;0,46;0,54;1,28;7,26;4,40;316.497,04;6,67;0,37;-1,89;2.844.801.724,20
POMO3;2,50;0,80;31,07;0,91;0,40;15,58;2,58;2,17;26,17;39,16;11,86;0,41;0,68;1,67;-0,85;1,81;2,94;1,28;1,45;0,43;0,56;0,59;5,56;0,36;603.035,35;2,73;0,08;-0,52;2.470.127.618,46
POMO4;2,67;0,75;33,18;0,98;0,42;15,58;2,58;2,17;27,95;39,16;11,86;0,41;0,72;1,78;-0,90;1,81;2,94;1,28;1,45;0,43;0,56;0,59;5,56;0,36;15.214.952,65;2,73;0,08;-0,55;2.470.127.618,46
POSI3;12,10;3,08;8,98;1,66;0,61;20,47;12,67;8,71;6,18;6,97;0,79;0,21;0,78;2,04;-2,80;1,61;18,48;6,76;11,20;0,37;0,63;0,78;3,53;;126.626.270,12;7,29;1,35;0,01;1.715.780.000,00
POWE3;15,01;;43,82;6,06;1,51;10,03;6,46;2,50;16,96;17,19;0,23;0,08;1,10;18,19;-3,69;1,16;13,83;3,45;19,09;0,25;0,75;1,38;;;2.517.067,38;2,48;0,34;-0,76;1.345.719.388,56
PPAR3;14,60;;-11,37;0,02;0,01;;;;-7,45;9,05;16,50;-0,05;;0,43;-0,02;;-0,18;-0,13;-0,28;0,71;0,29;0,00;;;;707,46;-1,28;0,09;1.080.400,00
PPLA11;9,49;;-181,71;5.342,24;49,01;;;;-181,71;-181,71;;;;;-49,01;;-2.940,00;-26,97;;0,01;0,99;0,00;;;80.009,15;0,00;-0,05;1,83;26.711.180,34
